Semana,Fecha,Día,Hora inicio,Hora fin,Especialidad,Actividad,Docente/Responsable,Aula,Tipo,Observaciones
SEMANA 2,MARTES 9 JUNIO,Martes,13:00,15:00,Medicina Crítica y Cuidado Intensivo Adulto,Capacitación Biblioteca (Grupo B),Carlos Castañeda,"Aula  virtual del 4to piso de la biblioteca, bloque C",Académico,
SEMANA 2,MARTES 9 JUNIO,Martes,13:00,15:00,Medicina Crítica y Cuidado Intensivo Pediátrico,Capacitación Biblioteca (Grupo B),Carlos Castañeda,"Aula  virtual del 4to piso de la biblioteca, bloque C",Académico,
SEMANA 2,MARTES 9 JUNIO,Martes,13:00,15:00,Dermatopatología,Capacitación Biblioteca (Grupo B),Carlos Castañeda,"Aula  virtual del 4to piso de la biblioteca, bloque C",Académico,
SEMANA 2,MARTES 9 JUNIO,Martes,13:00,15:00,Mastología,Capacitación Biblioteca (Grupo B),Carlos Castañeda,"Aula  virtual del 4to piso de la biblioteca, bloque C",Académico,
SEMANA 2,MARTES 9 JUNIO,Martes,13:00,15:00,Infectología Pediátrica,Capacitación Biblioteca (Grupo B),Carlos Castañeda,"Aula  virtual del 4to piso de la biblioteca, bloque C",Académico,
SEMANA 2,MARTES 9 JUNIO,Martes,13:00,15:00,Dolor y Cuidado Paliativo,Capacitación Biblioteca (Grupo B),Carlos Castañeda,"Aula  virtual del 4to piso de la biblioteca, bloque C",Académico,
SEMANA 2,MARTES 9 JUNIO,Martes,15:00,17:00,Urología,"Curso de laparoscopia: Práctica presencial Grupo C (2 urología, 2 plástica, 2 ortopedia)",Dr. Felipe Zapata Uribe  y Dr. Sebastián Sierra Sierra,Aula Simulación Quirófano - bloque C,Académico,
SEMANA 2,MARTES 9 JUNIO,Martes,15:00,17:00,Ortopedia y Traumatología,"Curso de laparoscopia: Práctica presencial Grupo C (2 urología, 2 plástica, 2 ortopedia)",Dr. Felipe Zapata Uribe  y Dr. Sebastián Sierra Sierra,Aula Simulación Quirófano - bloque C,Académico,
SEMANA 2,MARTES 9 JUNIO,Martes,15:00,17:00,"Cirugía Plástica, Reconstructiva y Estética","Curso de laparoscopia: Práctica presencial Grupo C (2 urología, 2 plástica, 2 ortopedia)",Dr. Felipe Zapata Uribe  y Dr. Sebastián Sierra Sierra,Aula laboratorio anatomía 2 - bloque C,Académico,
SEMANA 2,MARTES 9 JUNIO,Martes,15:00,17:00,Ginecología y Obstetricia,Estructuras Externas,Dra. Isabel Rojas,"Aula Laboratorio de Morfología 3, bloque C",Académico,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,7:00,12:00,Cirugía General,Práctica de Suturas Grupo 1,Michel Ferraro,Aula laboratorio anatomía Bloque C,Académico,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,7:00,11:00,Neurología,Bioética Tema I: Grupo A,Dra. Julieta Moreno,Aula B1103,Académico,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,7:00,11:00,Psiquiatría,Bioética Tema I: Grupo A,Dra. Julieta Moreno,Aula B1103,Académico,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,7:00,12:00,Electrofisiología Cardiaca,Práctica de Suturas Grupo 1,Michel Ferraro,Aula laboratorio anatomía Bloque C,Académico,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,7:00,12:00,Mastología,Práctica de Suturas Grupo 1,Michel Ferraro,Aula laboratorio anatomía Bloque C,Académico,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,7:30,9:30,Pediatría,Capacitación Biblioteca (Grupo C),Carlos Castañeda,"Aula  virtual del 4to piso de la biblioteca, bloque C",Académico,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,7:30,9:30,Ginecología y Obstetricia,Capacitación Biblioteca (Grupo C),Carlos Castañeda,"Aula  virtual del 4to piso de la biblioteca, bloque C",Académico,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,7:30,9:30,Medicina de Urgencias,Capacitación Biblioteca (Grupo C),Carlos Castañeda,"Aula  virtual del 4to piso de la biblioteca, bloque C",Académico,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,7:30,9:30,Medicina Interna,Capacitación Biblioteca (Grupo C),Carlos Castañeda,"Aula  virtual del 4to piso de la biblioteca, bloque C",Académico,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,8:00,11:30,Anestesiología,Principios Básicos como Residentes de Anestesia  y Manejo de la Máquina de Anestesia,R3 Anestesia + Dra. Luz Andrea,Pendiente,Académico,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,9:00,12:00,Ortopedia y Traumatología,Principios Filosóficos de la Ortopedia,Dr. Oscar Arias,Aula B503,Académico,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,9:00,12:00,Oftalmología,Psicofisica de la visión,Dra Pilar Oviedo Cáceres,Aula B506,Académico,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,10:00,12:00,Ginecología y Obstetricia,Estructuras Internas,Dra. Isabel Rojas,"Aula Laboratorio de Morfología 3, bloque C",Académico,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,12:00,13:00,Anestesiología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,12:00,13:00,Cirugía General,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,12:00,13:00,Urología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,12:00,13:00,Ortopedia y Traumatología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,12:00,13:00,Dermatología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,12:00,13:00,"Cirugía Plástica, Reconstructiva y Estética",ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,12:00,13:00,Pediatría,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,12:00,13:00,Ginecología y Obstetricia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,12:00,13:00,Medicina de Urgencias,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,12:00,13:00,Medicina Interna,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,12:00,13:00,Neurología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,12:00,13:00,Psiquiatría,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,12:00,13:00,Radiología e imágenes Diagnósticas,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,12:00,13:00,Oftalmología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,12:00,13:00,Cardiología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,12:00,13:00,Anestesia Cardiovascular y Torácica,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,12:00,13:00,Cirugía Cardiovascular,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,12:00,13:00,Cardiología Intervencionista y Hemodinamia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,12:00,13:00,Electrofisiología Cardiaca,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,12:00,13:00,Medicina Crítica y Cuidado Intensivo Adulto,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,12:00,13:00,Medicina Crítica y Cuidado Intensivo Pediátrico,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,12:00,13:00,Dermatopatología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,12:00,13:00,Mastología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,12:00,13:00,Infectología Pediátrica,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,12:00,13:00,Dolor y Cuidado Paliativo,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,12:00,13:00,Neonatología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,12:00,13:00,Gastroenterología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,12:00,13:00,Reumatología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,12:00,13:00,Neumología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,13:00,15:00,Anestesiología,Anatomía de cráneo y meninges,Dra. Isabel Rojas,"Aula Laboratorio de Morfología 3, bloque C",Académico,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,13:00,15:00,Cirugía General,Curso de laparoscopia: Práctica presencial Grupo A (5R Cx general y 2R de ortopedia) / Comportamiento en el Quirófano,Dr. Felipe Zapata Uribe  y Dr. Sebastián Sierra Sierra,Aula Simulación Quirófano bloque C,Académico,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,13:00,15:00,Ortopedia y Traumatología,Curso de laparoscopia: Práctica presencial Grupo A (5R Cx general y 2R de ortopedia) / Comportamiento en el Quirófano,Dr. Felipe Zapata Uribe  y Dr. Sebastián Sierra Sierra,Aula Simulación Quirófano bloque C,Académico,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,13:00,17:00,Dermatología,Bioética Tema I: Grupo D,Dra. Julieta Moreno,Aula B1103,Académico,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,13:00,17:00,"Cirugía Plástica, Reconstructiva y Estética",Bioética Tema I: Grupo D,Dra. Julieta Moreno,Aula B1103,Académico,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,13:00,15:00,Ginecología y Obstetricia,Curso de laparoscopia: Práctica presencial Grupo B  - Comportamiento en el Quirófano,Michel Ferraro,Aula laboratorio anatomía 2 - bloque C,Académico,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,13:00,15:00,Medicina de Urgencias,Anatomía de cráneo y meninges,Dra. Isabel Rojas,"Aula Laboratorio de Morfología 3, bloque C",Académico,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,13:00,15:00,Neurología,Anatomía de cráneo y meninges,Dra. Isabel Rojas,"Aula Laboratorio de Morfología 3, bloque C",Académico,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,13:00,15:00,Psiquiatría,Taller HC - R1,Dra. Eliana Taborda,Aula B 506,Académico,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,15:00,17:00,Cirugía General,Curso de laparoscopia: Práctica presencial Grupo A (5R Cx general y 2R de ortopedia) / - Comportamiento en el Quirófano,Michel Ferraro,Aula laboratorio anatomía 2 - bloque C,Académico,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,15:00,17:00,Ortopedia y Traumatología,Curso de laparoscopia: Práctica presencial Grupo A (5R Cx general y 2R de ortopedia) / - Comportamiento en el Quirófano,Michel Ferraro,Aula laboratorio anatomía 2 - bloque C,Académico,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,15:00,17:00,Ginecología y Obstetricia,Curso de laparoscopia: Práctica presencial Grupo B (6 residentes de Ginecología),Dr. Felipe Zapata Uribe - Dr. Sebastián Sierra Sierra,Aula Simulación Quirófano bloque C,Académico,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,15:00,17:00,Psiquiatría,Taller HC - R2,Dra. Eliana Taborda,Aula B 506,Académico,
SEMANA 2,MIÉRCOLES 10 JUNIO,Miércoles,15:00,17:00,Oftalmología,Anatomía de la Orbita y Nervio Optico,Dra. Isabel Rojas,"Aula Laboratorio de Morfología 3, bloque C",Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,7:00,10:00,Anestesiología,Innovación y emprendimiento,Ing. Jorge Ramirez,Aula C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,7:00,10:00,Cirugía General,Innovación y emprendimiento,Ing. Jorge Ramirez,Aula C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,7:00,10:00,Urología,Innovación y emprendimiento,Ing. Jorge Ramirez,Aula C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,7:00,10:00,Ortopedia y Traumatología,Innovación y emprendimiento,Ing. Jorge Ramirez,Aula C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,7:00,10:00,Dermatología,Innovación y emprendimiento,Ing. Jorge Ramirez,Aula C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,7:00,10:00,"Cirugía Plástica, Reconstructiva y Estética",Innovación y emprendimiento,Ing. Jorge Ramirez,Aula C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,7:00,10:00,Pediatría,Innovación y emprendimiento,Ing. Jorge Ramirez,Aula C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,7:00,10:00,Ginecología y Obstetricia,Innovación y emprendimiento,Ing. Jorge Ramirez,Aula C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,7:00,10:00,Medicina de Urgencias,Innovación y emprendimiento,Ing. Jorge Ramirez,Aula C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,7:00,10:00,Medicina Interna,Innovación y emprendimiento,Ing. Jorge Ramirez,Aula C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,7:00,10:00,Neurología,Innovación y emprendimiento,Ing. Jorge Ramirez,Aula C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,7:00,10:00,Psiquiatría,Innovación y emprendimiento,Ing. Jorge Ramirez,Aula C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,7:00,10:00,Radiología e imágenes Diagnósticas,Innovación y emprendimiento,Ing. Jorge Ramirez,Aula C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,7:00,10:00,Oftalmología,Innovación y emprendimiento,Ing. Jorge Ramirez,Aula C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,7:00,10:00,Cardiología,Innovación y emprendimiento,Ing. Jorge Ramirez,Aula C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,7:00,10:00,Anestesia Cardiovascular y Torácica,Innovación y emprendimiento,Ing. Jorge Ramirez,Aula C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,7:00,10:00,Cirugía Cardiovascular,Innovación y emprendimiento,Ing. Jorge Ramirez,Aula C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,7:00,10:00,Cardiología Intervencionista y Hemodinamia,Innovación y emprendimiento,Ing. Jorge Ramirez,Aula C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,7:00,10:00,Electrofisiología Cardiaca,Innovación y emprendimiento,Ing. Jorge Ramirez,Aula C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,7:00,10:00,Medicina Crítica y Cuidado Intensivo Adulto,Innovación y emprendimiento,Ing. Jorge Ramirez,Aula C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,7:00,10:00,Medicina Crítica y Cuidado Intensivo Pediátrico,Innovación y emprendimiento,Ing. Jorge Ramirez,Aula C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,7:00,10:00,Dermatopatología,Innovación y emprendimiento,Ing. Jorge Ramirez,Aula C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,7:00,10:00,Mastología,Innovación y emprendimiento,Ing. Jorge Ramirez,Aula C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,7:00,10:00,Infectología Pediátrica,Innovación y emprendimiento,Ing. Jorge Ramirez,Aula C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,7:00,10:00,Dolor y Cuidado Paliativo,Innovación y emprendimiento,Ing. Jorge Ramirez,Aula C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,7:00,10:00,Neonatología,Innovación y emprendimiento,Ing. Jorge Ramirez,Aula C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,7:00,10:00,Gastroenterología,Innovación y emprendimiento,Ing. Jorge Ramirez,Aula C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,7:00,10:00,Reumatología,Innovación y emprendimiento,Ing. Jorge Ramirez,Aula C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,7:00,10:00,Neumología,Innovación y emprendimiento,Ing. Jorge Ramirez,Aula C309,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Anestesiología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Cirugía General,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Urología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Ortopedia y Traumatología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Dermatología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,"Cirugía Plástica, Reconstructiva y Estética",DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Pediatría,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Ginecología y Obstetricia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Medicina de Urgencias,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Medicina Interna,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Neurología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Psiquiatría,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Radiología e imágenes Diagnósticas,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Oftalmología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Cardiología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Anestesia Cardiovascular y Torácica,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Cirugía Cardiovascular,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Cardiología Intervencionista y Hemodinamia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Electrofisiología Cardiaca,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Medicina Crítica y Cuidado Intensivo Adulto,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Medicina Crítica y Cuidado Intensivo Pediátrico,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Dermatopatología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Mastología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Infectología Pediátrica,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Dolor y Cuidado Paliativo,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Neonatología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Gastroenterología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Reumatología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:00,10:30,Neumología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Anestesiología,Salud Pública I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Cirugía General,Salud Pública I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Urología,Salud Pública I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Ortopedia y Traumatología,Salud Pública I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Dermatología,Salud Pública I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,"Cirugía Plástica, Reconstructiva y Estética",Salud Pública I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Pediatría,Salud Pública I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Ginecología y Obstetricia,Salud Pública I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Medicina de Urgencias,Salud Pública I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Medicina Interna,Salud Pública I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Neurología,Salud Pública I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Psiquiatría,Salud Pública I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Radiología e imágenes Diagnósticas,Salud Pública I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Oftalmología,Salud Pública I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Cardiología,Salud Pública I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Anestesia Cardiovascular y Torácica,Salud Pública I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Cirugía Cardiovascular,Salud Pública I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Cardiología Intervencionista y Hemodinamia,Salud Pública I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Electrofisiología Cardiaca,Salud Pública I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Medicina Crítica y Cuidado Intensivo Adulto,Salud Pública I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Medicina Crítica y Cuidado Intensivo Pediátrico,Salud Pública I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Dermatopatología,Salud Pública I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Mastología,Salud Pública I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Infectología Pediátrica,Salud Pública I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Dolor y Cuidado Paliativo,Salud Pública I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Neonatología,Salud Pública I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Gastroenterología,Salud Pública I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Reumatología,Salud Pública I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,10:30,12:30,Neumología,Salud Pública I,Dra. Marcela Valencia,Aula C302,Académico,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Anestesiología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Cirugía General,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Urología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Ortopedia y Traumatología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Dermatología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,"Cirugía Plástica, Reconstructiva y Estética",ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Pediatría,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Ginecología y Obstetricia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Medicina de Urgencias,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Medicina Interna,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Neurología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 2,JUEVES 11 JUNIO,Jueves,12:30,13:30,Psiquiatría,ALMUERZO,No aplica,No aplica,Almuerzo,
