Semana,Fecha,Día,Hora inicio,Hora fin,Especialidad,Actividad,Docente/Responsable,Aula,Tipo,Observaciones
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,12:30,13:30,Radiología e imágenes Diagnósticas,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,12:30,13:30,Oftalmología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,12:30,13:30,Cardiología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,12:30,13:30,Anestesia Cardiovascular y Torácica,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,12:30,13:30,Cirugía Cardiovascular,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,12:30,13:30,Cardiología Intervencionista y Hemodinamia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,12:30,13:30,Electrofisiología Cardiaca,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,12:30,13:30,Medicina Crítica y Cuidado Intensivo Adulto,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,12:30,13:30,Medicina Crítica y Cuidado Intensivo Pediátrico,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,12:30,13:30,Dermatopatología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,12:30,13:30,Mastología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,12:30,13:30,Infectología Pediátrica,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,12:30,13:30,Dolor y Cuidado Paliativo,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,12:30,13:30,Neonatología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,12:30,13:30,Gastroenterología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,12:30,13:30,Reumatología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,12:30,13:30,Neumología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,13:30,15:30,Anestesiología,Bioética III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,13:30,15:30,Cirugía General,Bioética III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,13:30,15:30,Urología,Bioética III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,13:30,15:30,Ortopedia y Traumatología,Bioética III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,13:30,15:30,Dermatología,Bioética III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,13:30,15:30,"Cirugía Plástica, Reconstructiva y Estética",Bioética III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,13:30,15:30,Pediatría,Bioética III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,13:30,15:30,Ginecología y Obstetricia,Bioética III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,13:30,15:30,Medicina de Urgencias,Bioética III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,13:30,15:30,Medicina Interna,Bioética III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,13:30,15:30,Neurología,Bioética III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,13:30,15:30,Psiquiatría,Bioética III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,13:30,15:30,Radiología e imágenes Diagnósticas,Bioética III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,13:30,15:30,Oftalmología,Bioética III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,13:30,15:30,Cardiología,Bioética III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,13:30,15:30,Anestesia Cardiovascular y Torácica,Bioética III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,13:30,15:30,Cirugía Cardiovascular,Bioética III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,13:30,15:30,Cardiología Intervencionista y Hemodinamia,Bioética III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,13:30,15:30,Electrofisiología Cardiaca,Bioética III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,13:30,15:30,Medicina Crítica y Cuidado Intensivo Adulto,Bioética III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,13:30,15:30,Medicina Crítica y Cuidado Intensivo Pediátrico,Bioética III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,13:30,15:30,Dermatopatología,Bioética III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,13:30,15:30,Mastología,Bioética III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,13:30,15:30,Infectología Pediátrica,Bioética III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,13:30,15:30,Dolor y Cuidado Paliativo,Bioética III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,13:30,15:30,Neonatología,Bioética III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,13:30,15:30,Gastroenterología,Bioética III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,13:30,15:30,Reumatología,Bioética III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,13:30,15:30,Neumología,Bioética III,Dra. Clara Cossio,Aula C309,Académico,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,15:30,16:00,Anestesiología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,15:30,16:00,Cirugía General,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,15:30,16:00,Urología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,15:30,16:00,Ortopedia y Traumatología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,15:30,16:00,Dermatología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,15:30,16:00,"Cirugía Plástica, Reconstructiva y Estética",DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,15:30,16:00,Pediatría,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,15:30,16:00,Ginecología y Obstetricia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,15:30,16:00,Medicina de Urgencias,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,15:30,16:00,Medicina Interna,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,15:30,16:00,Neurología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,15:30,16:00,Psiquiatría,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,15:30,16:00,Radiología e imágenes Diagnósticas,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,15:30,16:00,Oftalmología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,15:30,16:00,Cardiología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,15:30,16:00,Anestesia Cardiovascular y Torácica,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,15:30,16:00,Cirugía Cardiovascular,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,15:30,16:00,Cardiología Intervencionista y Hemodinamia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,15:30,16:00,Electrofisiología Cardiaca,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,15:30,16:00,Medicina Crítica y Cuidado Intensivo Adulto,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,15:30,16:00,Medicina Crítica y Cuidado Intensivo Pediátrico,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,15:30,16:00,Dermatopatología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,15:30,16:00,Mastología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,15:30,16:00,Infectología Pediátrica,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,15:30,16:00,Dolor y Cuidado Paliativo,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,15:30,16:00,Neonatología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,15:30,16:00,Gastroenterología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,15:30,16:00,Reumatología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,15:30,16:00,Neumología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,16:00,18:00,Cirugía General,Conceptos básicos de cirugía laparoscópica,Dr. Felipe Zapata Uribe,Aula B1203,Académico,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,16:00,18:00,Urología,Conceptos básicos de cirugía laparoscópica,Dr. Felipe Zapata Uribe,Aula B1203,Académico,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,16:00,18:00,Ortopedia y Traumatología,Conceptos básicos de cirugía laparoscópica,Dr. Felipe Zapata Uribe,Aula B1203,Académico,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,16:00,18:00,"Cirugía Plástica, Reconstructiva y Estética",Conceptos básicos de cirugía laparoscópica,Dr. Felipe Zapata Uribe,Aula B1203,Académico,
SEMANA 1,MIÉRCOLES 3 JUNIO,Miércoles,16:00,18:00,Ginecología y Obstetricia,Conceptos básicos de cirugía laparoscópica,Dr. Felipe Zapata Uribe,Aula B1203,Académico,
SEMANA 1,JUEVES 4 JUNIO,Jueves,7:00,16:00,Anestesiología,Curso de Reanimación Grupo 1 - Día 1,Docente Andres Ospina y equipo de Medicina de Urgencias,Aula Escenarios de simulación bloque C  - Pendiente definir,Académico,
SEMANA 1,JUEVES 4 JUNIO,Jueves,7:00,16:00,Cirugía General,Curso de Reanimación Grupo 1 - Día 1,Docente Andres Ospina y equipo de Medicina de Urgencias,Aula Escenarios de simulación bloque C  - Pendiente definir,Académico,
SEMANA 1,JUEVES 4 JUNIO,Jueves,7:00,16:00,Urología,Curso de Reanimación Grupo 1 - Día 1,Docente Andres Ospina y equipo de Medicina de Urgencias,Aula Escenarios de simulación bloque C  - Pendiente definir,Académico,
SEMANA 1,JUEVES 4 JUNIO,Jueves,7:00,16:00,Ortopedia y Traumatología,Curso de Reanimación Grupo 1 - Día 1,Docente Andres Ospina y equipo de Medicina de Urgencias,Aula Escenarios de simulación bloque C  - Pendiente definir,Académico,
SEMANA 1,JUEVES 4 JUNIO,Jueves,7:00,16:00,Dermatología,Curso de Reanimación Grupo 1 - Día 1,Docente Andres Ospina y equipo de Medicina de Urgencias,Aula Escenarios de simulación bloque C  - Pendiente definir,Académico,
SEMANA 1,JUEVES 4 JUNIO,Jueves,7:00,16:00,"Cirugía Plástica, Reconstructiva y Estética",Curso de Reanimación Grupo 1 - Día 1,Docente Andres Ospina y equipo de Medicina de Urgencias,Aula Escenarios de simulación bloque C  - Pendiente definir,Académico,
SEMANA 1,JUEVES 4 JUNIO,Jueves,7:00,16:00,Ginecología y Obstetricia,Curso de Reanimación Grupo G - Día 1,Docente Andres Ospina y equipo de Medicina de Urgencias,Aula Escenarios de simulación bloque C  - Pendiente definir,Académico,
SEMANA 1,JUEVES 4 JUNIO,Jueves,7:00,16:00,Medicina de Urgencias,Curso de Reanimación Grupo 1 - Día 1,Docente Andres Ospina y equipo de Medicina de Urgencias,Aula Escenarios de simulación bloque C  - Pendiente definir,Académico,
SEMANA 1,JUEVES 4 JUNIO,Jueves,7:00,16:00,Medicina Interna,Curso de Reanimación Grupo 1 - Día 1,Docente Andres Ospina y equipo de Medicina de Urgencias,Aula Escenarios de simulación bloque C  - Pendiente definir,Académico,
SEMANA 1,JUEVES 4 JUNIO,Jueves,7:00,16:00,Neurología,Curso de Reanimación Grupo 1 - Día 1,Docente Andres Ospina y equipo de Medicina de Urgencias,Aula Escenarios de simulación bloque C  - Pendiente definir,Académico,
SEMANA 1,JUEVES 4 JUNIO,Jueves,7:00,16:00,Psiquiatría,Curso de Reanimación Grupo 1 - Día 1,Docente Andres Ospina y equipo de Medicina de Urgencias,Aula Escenarios de simulación bloque C  - Pendiente definir,Académico,
SEMANA 1,JUEVES 4 JUNIO,Jueves,7:00,16:00,Oftalmología,Curso de Reanimación Grupo 1 - Día 1,Docente Andres Ospina y equipo de Medicina de Urgencias,Aula Escenarios de simulación bloque C  - Pendiente definir,Académico,
SEMANA 1,JUEVES 4 JUNIO,Jueves,7:00,16:00,Mastología,Curso de Reanimación Grupo G - Día 1,Docente Andres Ospina y equipo de Medicina de Urgencias,Aula Escenarios de simulación bloque C  - Pendiente definir,Académico,
SEMANA 1,JUEVES 4 JUNIO,Jueves,9:00,12:00,Pediatría,Capacitación simuladores Pediatría: El uso de Super Tory y SimBaby,Grupo de Simulación,"Aula Laboratorio exámen físico 1, bloque C",Académico,
SEMANA 1,JUEVES 4 JUNIO,Jueves,9:00,12:00,Medicina Crítica y Cuidado Intensivo Pediátrico,Capacitación simuladores Pediatría: El uso de Super Tory y SimBaby,Grupo de Simulación,"Aula Laboratorio exámen físico 1, bloque C",Académico,
SEMANA 1,JUEVES 4 JUNIO,Jueves,9:00,12:00,Infectología Pediátrica,Capacitación simuladores Pediatría: El uso de Super Tory y SimBaby,Grupo de Simulación,"Aula Laboratorio exámen físico 1, bloque C",Académico,
SEMANA 1,JUEVES 4 JUNIO,Jueves,9:00,12:00,Neonatología,Capacitación simuladores Pediatría: El uso de Super Tory y SimBaby,Grupo de Simulación,"Aula Laboratorio exámen físico 1, bloque C",Académico,
SEMANA 1,JUEVES 4 JUNIO,Jueves,10:00,12:00,Radiología e imágenes Diagnósticas,Anatomía de cráneo y meninges,Dra. Isabel Cristina Rojas,"Aula Laboratorio de Morfología 3, bloque C",Académico,
SEMANA 1,JUEVES 4 JUNIO,Jueves,13:00,15:00,Pediatría,Anatomía clínica pediátrica,Dra. Isabel Cristina Rojas,"Aula Laboratorio de Morfología 3, bloque C",Académico,
SEMANA 1,JUEVES 4 JUNIO,Jueves,13:00,15:00,Medicina Crítica y Cuidado Intensivo Pediátrico,Anatomía clínica pediátrica,Dra. Isabel Cristina Rojas,"Aula Laboratorio de Morfología 3, bloque C",Académico,
SEMANA 1,JUEVES 4 JUNIO,Jueves,13:00,15:00,Infectología Pediátrica,Anatomía clínica pediátrica,Dra. Isabel Cristina Rojas,"Aula Laboratorio de Morfología 3, bloque C",Académico,
SEMANA 1,JUEVES 4 JUNIO,Jueves,13:00,15:00,Neonatología,Anatomía clínica pediátrica,Dra. Isabel Cristina Rojas,"Aula Laboratorio de Morfología 3, bloque C",Académico,
SEMANA 1,JUEVES 4 JUNIO,Jueves,16:30,19:30,Cirugía General,Curso de laparoscopia: Energía en cirugía abierta y cirugía laparoscópica,Michel Ferraro,Aula B1003,Académico,
SEMANA 1,JUEVES 4 JUNIO,Jueves,16:30,19:30,Urología,Curso de laparoscopia: Energía en cirugía abierta y cirugía laparoscópica,Michel Ferraro,Aula B1003,Académico,
SEMANA 1,JUEVES 4 JUNIO,Jueves,16:30,19:30,Ortopedia y Traumatología,Curso de laparoscopia: Energía en cirugía abierta y cirugía laparoscópica,Michel Ferraro,Aula B1003,Académico,
SEMANA 1,JUEVES 4 JUNIO,Jueves,16:30,19:30,"Cirugía Plástica, Reconstructiva y Estética",Curso de laparoscopia: Energía en cirugía abierta y cirugía laparoscópica,Michel Ferraro,Aula B1003 C,Académico,
SEMANA 1,JUEVES 4 JUNIO,Jueves,16:30,19:30,Ginecología y Obstetricia,Curso de laparoscopia: Energía en cirugía abierta y cirugía laparoscópica,Michel Ferraro,Aula B1003,Académico,
SEMANA 1,VIERNES 5 JUNIO,Viernes,7:00,9:30,Anestesiología,Caja de herramientas de medicina basada en la evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,VIERNES 5 JUNIO,Viernes,7:00,9:30,Cirugía General,Caja de herramientas de medicina basada en la evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,VIERNES 5 JUNIO,Viernes,7:00,9:30,Urología,Caja de herramientas de medicina basada en la evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,VIERNES 5 JUNIO,Viernes,7:00,9:30,Ortopedia y Traumatología,Caja de herramientas de medicina basada en la evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,VIERNES 5 JUNIO,Viernes,7:00,9:30,Dermatología,Caja de herramientas de medicina basada en la evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,VIERNES 5 JUNIO,Viernes,7:00,9:30,"Cirugía Plástica, Reconstructiva y Estética",Caja de herramientas de medicina basada en la evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,VIERNES 5 JUNIO,Viernes,7:00,9:30,Pediatría,Caja de herramientas de medicina basada en la evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,VIERNES 5 JUNIO,Viernes,7:00,9:30,Ginecología y Obstetricia,Caja de herramientas de medicina basada en la evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,VIERNES 5 JUNIO,Viernes,7:00,9:30,Medicina de Urgencias,Caja de herramientas de medicina basada en la evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,VIERNES 5 JUNIO,Viernes,7:00,9:30,Medicina Interna,Caja de herramientas de medicina basada en la evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,VIERNES 5 JUNIO,Viernes,7:00,9:30,Neurología,Caja de herramientas de medicina basada en la evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,VIERNES 5 JUNIO,Viernes,7:00,9:30,Psiquiatría,Caja de herramientas de medicina basada en la evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,VIERNES 5 JUNIO,Viernes,7:00,9:30,Radiología e imágenes Diagnósticas,Caja de herramientas de medicina basada en la evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,VIERNES 5 JUNIO,Viernes,7:00,9:30,Oftalmología,Caja de herramientas de medicina basada en la evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,VIERNES 5 JUNIO,Viernes,7:00,9:30,Cardiología,Caja de herramientas de medicina basada en la evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,VIERNES 5 JUNIO,Viernes,7:00,9:30,Anestesia Cardiovascular y Torácica,Caja de herramientas de medicina basada en la evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,VIERNES 5 JUNIO,Viernes,7:00,9:30,Cirugía Cardiovascular,Caja de herramientas de medicina basada en la evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,VIERNES 5 JUNIO,Viernes,7:00,9:30,Cardiología Intervencionista y Hemodinamia,Caja de herramientas de medicina basada en la evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,VIERNES 5 JUNIO,Viernes,7:00,9:30,Electrofisiología Cardiaca,Caja de herramientas de medicina basada en la evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,VIERNES 5 JUNIO,Viernes,7:00,9:30,Medicina Crítica y Cuidado Intensivo Adulto,Caja de herramientas de medicina basada en la evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,VIERNES 5 JUNIO,Viernes,7:00,9:30,Medicina Crítica y Cuidado Intensivo Pediátrico,Caja de herramientas de medicina basada en la evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,VIERNES 5 JUNIO,Viernes,7:00,9:30,Dermatopatología,Caja de herramientas de medicina basada en la evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,VIERNES 5 JUNIO,Viernes,7:00,9:30,Mastología,Caja de herramientas de medicina basada en la evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,VIERNES 5 JUNIO,Viernes,7:00,9:30,Infectología Pediátrica,Caja de herramientas de medicina basada en la evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,VIERNES 5 JUNIO,Viernes,7:00,9:30,Dolor y Cuidado Paliativo,Caja de herramientas de medicina basada en la evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,VIERNES 5 JUNIO,Viernes,7:00,9:30,Neonatología,Caja de herramientas de medicina basada en la evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,VIERNES 5 JUNIO,Viernes,7:00,9:30,Gastroenterología,Caja de herramientas de medicina basada en la evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,VIERNES 5 JUNIO,Viernes,7:00,9:30,Reumatología,Caja de herramientas de medicina basada en la evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,VIERNES 5 JUNIO,Viernes,7:00,9:30,Neumología,Caja de herramientas de medicina basada en la evidencia,Dr. Diego Rojas,Aula C309,Académico,
SEMANA 1,VIERNES 5 JUNIO,Viernes,9:30,10:00,Anestesiología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,VIERNES 5 JUNIO,Viernes,9:30,10:00,Cirugía General,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,VIERNES 5 JUNIO,Viernes,9:30,10:00,Urología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,VIERNES 5 JUNIO,Viernes,9:30,10:00,Ortopedia y Traumatología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,VIERNES 5 JUNIO,Viernes,9:30,10:00,Dermatología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,VIERNES 5 JUNIO,Viernes,9:30,10:00,"Cirugía Plástica, Reconstructiva y Estética",DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,VIERNES 5 JUNIO,Viernes,9:30,10:00,Pediatría,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,VIERNES 5 JUNIO,Viernes,9:30,10:00,Ginecología y Obstetricia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,VIERNES 5 JUNIO,Viernes,9:30,10:00,Medicina de Urgencias,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,VIERNES 5 JUNIO,Viernes,9:30,10:00,Medicina Interna,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,VIERNES 5 JUNIO,Viernes,9:30,10:00,Neurología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,VIERNES 5 JUNIO,Viernes,9:30,10:00,Psiquiatría,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,VIERNES 5 JUNIO,Viernes,9:30,10:00,Radiología e imágenes Diagnósticas,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,VIERNES 5 JUNIO,Viernes,9:30,10:00,Oftalmología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,VIERNES 5 JUNIO,Viernes,9:30,10:00,Cardiología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,VIERNES 5 JUNIO,Viernes,9:30,10:00,Anestesia Cardiovascular y Torácica,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,VIERNES 5 JUNIO,Viernes,9:30,10:00,Cirugía Cardiovascular,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,VIERNES 5 JUNIO,Viernes,9:30,10:00,Cardiología Intervencionista y Hemodinamia,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,VIERNES 5 JUNIO,Viernes,9:30,10:00,Electrofisiología Cardiaca,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,VIERNES 5 JUNIO,Viernes,9:30,10:00,Medicina Crítica y Cuidado Intensivo Adulto,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,VIERNES 5 JUNIO,Viernes,9:30,10:00,Medicina Crítica y Cuidado Intensivo Pediátrico,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,VIERNES 5 JUNIO,Viernes,9:30,10:00,Dermatopatología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,VIERNES 5 JUNIO,Viernes,9:30,10:00,Mastología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,VIERNES 5 JUNIO,Viernes,9:30,10:00,Infectología Pediátrica,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,VIERNES 5 JUNIO,Viernes,9:30,10:00,Dolor y Cuidado Paliativo,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,VIERNES 5 JUNIO,Viernes,9:30,10:00,Neonatología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 1,VIERNES 5 JUNIO,Viernes,9:30,10:00,Gastroenterología,DESCANSO,No aplica,No aplica,Descanso,
